Spec,Gear Type,Phase,Name,Acquisition Type,Quest,Dungeon,Difficulty,Stats,Notes
Restoration,Shoulder,PreRaid,Pauldrons of Sufferance,Dungeon Drop,,Old Hillsbrad Foothills,Normal,105 Armor; 18 Sta; 13 Int; 19 Spi; 35 Healing; 12 Spell Dmg,Epoch Hunter
Restoration,Shoulder,PreRaid,Pauldrons of Wild Magic,Dungeon Drop,,Slave Pens,Heroic,583 Armor; 21 Sta; 28 Int; 33 Healing; 33 Spell Dmg; 23 Spell Crit,Quagmirran
Restoration,Shoulder,PreRaid,Ravenwing Pauldrons,Dungeon Drop,,Old Hillsbrad Foothills,Normal,197 Armor; 19 Str; 19 Sta; 13 Int; 14 Spi; 26 Healing; 9 Spell Dmg,Lieutenant Drake
Restoration,Shoulder,PreRaid,Vestia's Pauldrons of Inner Grace,Dungeon Drop,,Mechanar,Normal,117 Armor; 24 Sta; 25 Int; 48 Healing; 16 Spell Dmg; 8 MP5,The Gatewatchers
Restoration,Shoulder,PreRaid,Earthshatter Spaulders,Quest,Earthshatter Spaulders (Naxx),,,464 Armor; 24 Sta; 19 Int; 42 Healing; 14 Spell Dmg; 6 MP5,
Restoration,Shoulder,PreRaid,Gladiator's Ringmail Spaulders,PvP,,,,649 Armor; 33 Sta; 19 Int; 42 Healing; 14 Spell Dmg; 6 MP5; 18 Spell Crit,
Restoration,Back,PreRaid,Lifegiving Cloak,Auction House,,,,85 Armor; 13 Int; 64 Healing; 22 Spell Dmg; 5 MP5,World Drop
Restoration,Back,PreRaid,White Remedy Cape,Auction House,,,,76 Armor; 59 Healing; 20 Spell Dmg; 7 MP5,
Restoration,Back,PreRaid,Avian Cloak of Feathers,Dungeon Drop,,Sethekk Halls,Normal,78 Armor; 18 Int; 12 Spi; 42 Healing; 14 Spell Dmg; 5 MP5,Talon King Ikiss
Restoration,Back,PreRaid,Cloak of Suturing,Dungeon Drop,,Naxxramas,Normal,72 Armor; 12 Int; 12 Spi; 48 Healing; 16 Spell Dmg; 5 MP5,Patchwerk
Restoration,Back,PreRaid,Cloak of the Everliving,Dungeon Drop,,Hellfire Ramparts,Heroic,78 Armor; 53 Healing; 18 Spell Dmg; 9 MP5,Watchkeeper Gargolmar
Restoration,Back,PreRaid,Light-Touched Stole of Altruism,Dungeon Drop,,Auchenai Crypts,Heroic,93 Armor; 22 Sta; 21 Int; 55 Healing; 19 Spell Dmg,Exarch Maladaar
Restoration,Back,PreRaid,Bishop's Cloak,Dungeon Token,,,,93 Armor; 16 Sta; 17 Int; 46 Healing; 16 Spell Dmg; 8 MP5,25 Badges of Justice
Restoration,Chest,PreRaid,Earthpeace Breastplate,Auction House,,,,652 Armor; 92 Healing; 31 Spell Dmg; 16 MP5,
Restoration,Chest,PreRaid,Living Crystal Breastplate,Auction House,,,,"255 Armor; 25 Sta; 23 Int; 17 Spi; 55 Healing; 19 Spell Dmg

Equip: Increases damage and healing done by magical spells and effects by up to 29",
Restoration,Chest,PreRaid,Primal Mooncloth Robe,Auction House,,,,202 Armor; 20 Int; 20 Spi; 121 Healing; 41 Spell Dmg; 10 MP5,
Restoration,Chest,PreRaid,Windhawk Hauberk,Auction House,,,,"379 Armor; 28 Sta; 29 Int; 29 Spi; 42 Healing; 14 Spell Dmg; 8 MP5; 19 Spell Crit

Equip: Increases damage and healing done by magical spells and effects by up to 32",
Restoration,Chest,PreRaid,Hallowed Garments,Dungeon Drop,,Shadow Labyrinth,Normal,156 Armor; 12 Sta; 26 Int; 26 Spi; 57 Healing; 19 Spell Dmg,Murmur
Restoration,Chest,PreRaid,Harness of the Deep Currents,Dungeon Drop,,Shadow Labyrinth,Normal,652 Armor; 28 Sta; 30 Int; 68 Healing; 23 Spell Dmg; 10 MP5,Murmur
Restoration,Chest,PreRaid,Moonglade Robe,Dungeon Drop,,Mechanar,Normal,292 Armor; 25 Str; 17 Agi; 16 Sta; 17 Int; 14 Spi; 55 Healing; 19 Spell Dmg,Pathaleon the Calculator
Restoration,Chest,PreRaid,Raiments of Divine Authority,Dungeon Drop,,Blood Furnace,Normal,122 Armor; 16 Sta; 21 Int; 18 Spi; 46 Healing; 16 Spell Dmg,Keli'dan the Breaker
Restoration,Chest,PreRaid,Raiments of Nature's Breath,Dungeon Drop,,Hellfire Ramparts,Heroic,292 Armor; 25 Sta; 32 Int; 18 Spi; 75 Healing; 25 Spell Dmg; 7 MP5,Vazruden
Restoration,Chest,PreRaid,Robe of Effervescent Light,Dungeon Drop,,Blood Furnace,Heroic,156 Armor; 25 Sta; 33 Int; 18 Spi; 73 Healing; 25 Spell Dmg; 7 MP5,Keli'dan the Breaker
Restoration,Chest,PreRaid,Earthshatter Tunic,Quest,Earthshatter Tunic (Naxx),,,658 Armor; 26 Sta; 32 Int; 59 Healing; 20 Spell Dmg; 12 MP5,
Restoration,Chest,PreRaid,Void Slayer's Tunic,Quest,Dimensius the All-Devouring (NS),,,619 Armor; 31 Sta; 21 Int; 88 Healing; 30 Spell Dmg; 8 MP5,
Restoration,Chest,PreRaid,Gladiator's Ringmail Armor,PvP,,,,866 Armor; 42 Sta; 23 Int; 59 Healing; 20 Spell Dmg; 7 MP5; 23 Spell Crit,
Restoration,Wrist,PreRaid,Bracers of Havok,Auction House,,,,67 Armor; 12 Int; 30 Healing; 30 Spell Dmg,
Restoration,Wrist,PreRaid,Windhawk Bracers,Auction House,,,,"159 Armor; 22 Sta; 17 Int; 7 Spi; 31 Healing; 11 Spell Dmg; 8 MP5; 16 Spell Crit

Equip: Increases damage and healing done by magical spells and effects by up to 16",
Restoration,Wrist,PreRaid,Bands of the Benevolent,Dungeon Drop,,Sethekk Halls,Heroic,81 Armor; 18 Sta; 20 Int; 18 Spi; 46 Healing; 16 Spell Dmg,Talon King Ikiss
Restoration,Wrist,PreRaid,Bracelets of Royal Redemption,Dungeon Drop,,Ahn'Qiraj,Normal,61 Armor; 8 Sta; 10 Int; 9 Spi; 53 Healing; 18 Spell Dmg,Emperor Vek'nilash
Restoration,Wrist,PreRaid,Lucid Dream Bracers,Dungeon Drop,,Mana Tombs,Heroic,128 Armor; 13 Sta; 15 Int; 17 Spi; 37 Healing; 13 Spell Dmg,Nexus-Prince Shaffar
Restoration,Wrist,PreRaid,Primal Surge Bracers,Dungeon Drop,,Black Morass,Normal,285 Armor; 15 Sta; 18 Int; 37 Healing; 13 Spell Dmg; 6 MP5,Aeonus
Restoration,Wrist,PreRaid,Earthshatter Wristguards,Quest,Earthshatter Wristguards (Naxx),,,276 Armor; 17 Sta; 18 Int; 33 Healing; 11 Spell Dmg; 4 MP5,
Restoration,Wrist,PreRaid,Shattrath Wraps,Quest (Dung),The Soul Devices (SL),,,68 Armor; 15 Sta; 15 Int; 21 Healing; 21 Spell Dmg,
Restoration,Wrist,PreRaid,Bindings of the Timewalker,Reputation,,,,78 Armor; 24 Sta; 12 Int; 64 Healing; 22 Spell Dmg,Keepers of Time - Exalted
Restoration,Hands,PreRaid,Gloves of the Living Touch,Auction House,,,,208 Armor; 16 Sta; 18 Int; 22 Spi; 77 Healing; 26 Spell Dmg,
Restoration,Hands,PreRaid,Bloody Surgeon's Mitts,Dungeon Drop,,Blood Furnace,Normal,76 Armor; 10 Sta; 20 Int; 12 Spi; 31 Healing; 11 Spell Dmg,Broggok
Restoration,Hands,PreRaid,Fathomheart Gauntlets,Dungeon Drop,,Steamvault,Normal,407 Armor; 24 Sta; 25 Int; 55 Healing; 19 Spell Dmg; 7 MP5,Warlord Kalithresh
Restoration,Hands,PreRaid,Hallowed Handwraps,Dungeon Drop,,Shattered Halls,Normal,97 Armor; 19 Sta; 20 Int; 26 Spi; 51 Healing; 17 Spell Dmg,Warchief Kargath Bladefist
Restoration,Hands,PreRaid,Natural Mender's Wraps,Dungeon Drop,,Auchenai Crypts,Normal,183 Armor; 22 Sta; 25 Int; 18 Spi; 55 Healing; 19 Spell Dmg,Avatar of the Martyred
Restoration,Hands,PreRaid,Prismatic Mittens of Mending,Dungeon Drop,,Botanica,Normal,97 Armor; 23 Sta; 26 Int; 55 Healing; 19 Spell Dmg; 7 MP5,Commander Sarannis
Restoration,Hands,PreRaid,Wasphide Gauntlets,Dungeon Drop,,Ahn'Qiraj,Normal,164 Armor; 14 Sta; 15 Int; 16 Spi; 53 Healing; 18 Spell Dmg,Princess Huhuran
Restoration,Hands,PreRaid,Cryo-mitts,Quest (Dung),Someone Else's Hard Work Pays Off (MT),,,156 Armor; 22 Int; 16 Spi; 57 Healing; 19 Spell Dmg,
Restoration,Hands,PreRaid,Gloves of Preservation,Quest (Dung),Fel Embers (SH),,,181 Armor; 25 Int; 25 Spi; 53 Healing; 18 Spell Dmg,
Restoration,Hands,PreRaid,Gladiator's Ringmail Gauntlets,PvP,,,,"541 Armor; 36 Sta; 18 Int; 59 Healing; 20 Spell Dmg; 21 Spell Crit

Equip: Increases the critical effect chance of your Lesser Healing Wave by 2%",
Restoration,Waist,PreRaid,Primal Mooncloth Belt,Auction House,,,,109 Armor; 12 Int; 11 Spi; 81 Healing; 27 Spell Dmg; 8 MP5,
Restoration,Waist,PreRaid,Windhawk Belt,Auction House,,,,"205 Armor; 17 Sta; 19 Int; 20 Spi; 42 Healing; 14 Spell Dmg; 8 MP5; 12 Spell Crit

Equip: Increases damage and healing done by magical spells and effects by up to 23",
Restoration,Waist,PreRaid,Cord of Belief,Dungeon Drop,,Slave Pens,Heroic,88 Armor; 23 Int; 20 Spi; 46 Healing; 16 Spell Dmg; 8 MP5,Mennu the Betrayer
Restoration,Waist,PreRaid,Cord of Sanctification,Dungeon Drop,,Old Hillsbrad Foothills,Heroic,105 Armor; 25 Sta; 24 Int; 62 Healing; 21 Spell Dmg; 7 MP5,Epoch Hunter
Restoration,Waist,PreRaid,Grasp of the Old God,Dungeon Drop,,Ahn'Qiraj,Normal,85 Armor; 15 Sta; 19 Int; 59 Healing; 20 Spell Dmg; 7 MP5,C'Thun
Restoration,Waist,PreRaid,Regenerating Belt of Vek'nilash,Dungeon Drop,,Ahn'Qiraj,Normal,152 Armor; 16 Sta; 18 Int; 13 Spi; 55 Healing; 19 Spell Dmg,Emperor Vek'nilash
Restoration,Waist,PreRaid,Stillwater Girdle,Dungeon Drop,,Mana Tombs,Heroic,367 Armor; 18 Sta; 26 Int; 53 Healing; 18 Spell Dmg; 8 MP5,Nexus-Prince Shaffar
Restoration,Waist,PreRaid,The Sleeper's Cord,Dungeon Drop,,Arcatraz,Normal,164 Armor; 18 Sta; 24 Int; 21 Spi; 53 Healing; 18 Spell Dmg,Wrath-Scryer Soccothrates
Restoration,Waist,PreRaid,Earthshatter Girdle,Quest,Earthshatter Girdle (Naxx),,,355 Armor; 18 Sta; 25 Int; 42 Healing; 14 Spell Dmg; 7 MP5,
Restoration,Legs,PreRaid,Kamaei's Cerulean Skirt,Auction House,,,,149 Armor; 25 Int; 21 Spi; 118 Healing; 37 Spell Dmg,World Drop
Restoration,Legs,PreRaid,Pants of Living Growth,Auction House,,,,278 Armor; 29 Int; 35 Spi; 77 Healing; 26 Spell Dmg; 6 MP5,World Drop
Restoration,Legs,PreRaid,Whitemend Pants,Auction House,,,,156 Armor; 21 Sta; 21 Int; 62 Healing; 21 Spell Dmg; 11 MP5,
Restoration,Legs,PreRaid,Hallowed Trousers,Dungeon Drop,,Sethekk Halls,Normal,136 Armor; 25 Sta; 33 Int; 18 Spi; 73 Healing; 25 Spell Dmg; 7 MP5,Talon King Ikiss
Restoration,Legs,PreRaid,Kilt of the Night Strider,Dungeon Drop,,Blood Furnace,Normal,203 Armor; 21 Sta; 26 Int; 8 Spi; 33 Healing; 11 Spell Dmg; 6 MP5,Broggok
Restoration,Legs,PreRaid,Lifegiver Britches,Dungeon Drop,,Hellfire Ramparts,Normal,103 Armor; 16 Sta; 25 Int; 12 Spi; 44 Healing; 15 Spell Dmg,Vazruden
Restoration,Legs,PreRaid,Oceansong Kilt,Dungeon Drop,,Hellfire Ramparts,Heroic,570 Armor; 36 Sta; 34 Int; 84 Healing; 28 Spell Dmg,Vazruden
Restoration,Legs,PreRaid,Pontifex Kilt,Dungeon Drop,,Steamvault,Heroic,163 Armor; 25 Sta; 29 Int; 27 Spi; 66 Healing; 22 Spell Dmg,Warlord Kalithresh
Restoration,Legs,PreRaid,Pontiff's Pantaloons of Prophecy,Dungeon Drop,,Old Hillsbrad Foothills,Heroic,136 Armor; 12 Sta; 27 Int; 24 Spi; 55 Healing; 19 Spell Dmg,Captain Skarloc
Restoration,Legs,PreRaid,Pants of the Naaru,Quest,Special Delivery to Shattrath City (Shattrath City),,,130 Armor; 27 Sta; 22 Int; 25 Spi; 77 Healing; 26 Spell Dmg,
Restoration,Legs,PreRaid,Haramad's Leg Wraps,Quest (Dung),Undercutting the Competition (MT),,,116 Armor; 29 Spi; 24 Healing; 8 Spell Dmg; 11 MP5,
Restoration,Legs,PreRaid,Gladiator's Ringmail Leggings,PvP,,,,758 Armor; 54 Sta; 26 Int; 79 Healing; 27 Spell Dmg; 6 MP5; 21 Spell Crit,
Restoration,Feet,PreRaid,Boots of the Glade-Keeper,Dungeon Drop,,Mechanar,Normal,201 Armor; 21 Sta; 24 Int; 20 Spi; 53 Healing; 18 Spell Dmg,The Gatewatchers
Restoration,Feet,PreRaid,Boots of the Pious,Dungeon Drop,,Mechanar,Heroic,128 Armor; 24 Sta; 26 Int; 23 Spi; 62 Healing; 21 Spell Dmg,Pathaleon the Calculator
Restoration,Feet,PreRaid,Jeweled Boots of Sanctification,Dungeon Drop,,Shattered Halls,Normal,105 Armor; 22 Sta; 25 Int; 55 Healing; 19 Spell Dmg; 6 MP5,Warbringer O'mrogg
Restoration,Feet,PreRaid,Slippers of Serenity,Dungeon Drop,,Auchenai Crypts,Normal,94 Armor; 10 Sta; 22 Int; 15 Spi; 35 Healing; 12 Spell Dmg,Exarch Maladaar
Restoration,Feet,PreRaid,Wavefury Boots,Dungeon Drop,,Slave Pens,Heroic,448 Armor; 19 Sta; 24 Int; 55 Healing; 19 Spell Dmg; 8 MP5,Rokmar the Crackler
Restoration,Feet,PreRaid,Curate's Boots,Quest (Dung),Fel Embers (SH),,,106 Armor; 25 Int; 25 Spi; 53 Healing; 18 Spell Dmg,
Restoration,Neck,PreRaid,Necklace of Necropsy,Dungeon Drop,,Naxxramas,Normal,10 Sta; 11 Int; 10 Spi; 53 Healing; 18 Spell Dmg,Heigan the Unclean
Restoration,Neck,PreRaid,Necklace of Resplendent Hope,Dungeon Drop,,Old Hillsbrad Foothills,Heroic,53 Healing; 18 Spell Dmg; 9 MP5,Epoch Hunter
Restoration,Neck,PreRaid,Necklace of Eternal Hope,Dungeon Token,,,,22 Sta; 21 Int; 48 Healing; 16 Spell Dmg; 4 MP5,25 Badges of Justice
Restoration,Neck,PreRaid,Amulet of the Fallen God,Quest,The Savior of Kalimdor (AQ),,,11 Sta; 57 Healing; 19 Spell Dmg; 6 MP5,
Restoration,Neck,PreRaid,Karja's Medallion,Quest,Shutting Down Manaforge Ara (NS),,,15 Int; 10 Spi; 55 Healing; 19 Spell Dmg,
Restoration,Neck,PreRaid,Natasha's Guardian Cord,Quest,The Hound-Master (BEM),,,10 Int; 55 Healing; 19 Spell Dmg; 6 MP5,
Restoration,Ring,PreRaid,Azure Moonstone Ring,Auction House,,,,57 Healing; 19 Spell Dmg,
Restoration,Ring,PreRaid,Brilliant Pearl Band,Auction House,,,,15 Spi; 53 Healing; 18 Spell Dmg,
Restoration,Ring,PreRaid,Band of Unanswered Prayers,Dungeon Drop,,Naxxramas,Normal,11 Sta; 11 Int; 12 Spi; 51 Healing; 17 Spell Dmg,Anub'Rekhan
Restoration,Ring,PreRaid,Band of the Crystalline Void,Dungeon Drop,,Mana-Tombs,Heroic,20 Int; 44 Healing; 15 Spell Dmg; 8 MP5,Yor
Restoration,Ring,PreRaid,Cosmic Lifeband,Dungeon Drop,,Mechanar,Normal,57 Healing; 19 Spell Dmg; 7 MP5,Nethermancer Sepethrea
Restoration,Ring,PreRaid,Pure Elementium Band,Dungeon Drop,,Blackwing Lair,Normal,9 Sta; 10 Int; 10 Spi; 53 Healing; 18 Spell Dmg,Nefarian
Restoration,Ring,PreRaid,Ring of Fabled Hope,Dungeon Drop,,Underbog,Normal,12 Int; 11 Spi; 59 Healing; 20 Spell Dmg,The Black Stalker
Restoration,Ring,PreRaid,Ring of the Martyr,Dungeon Drop,,Ahn'Qiraj,Normal,10 Sta; 51 Healing; 17 Spell Dmg; 5 MP5,Princess Huhuran
Restoration,Ring,PreRaid,Band of Halos,Dungeon Token,,,,22 Sta; 21 Int; 46 Healing; 16 Spell Dmg; 6 MP5,25 Badges of Justice
Restoration,Ring,PreRaid,Celestial Jewel Ring,Quest,Hitting the Motherlode (NS),,,13 Int; 55 Healing; 19 Spell Dmg; 4 MP5,
Restoration,Ring,PreRaid,Spiritualist's Mark of the Sha'tar,Quest,Battle of the Crimson Watch (SMV),,,12 Spi; 64 Healing; 22 Spell Dmg,
Restoration,Ring,PreRaid,Keeper's Ring of Piety,Quest (Dung),Hero of the Brood (BM),,,18 Spi; 42 Healing; 14 Spell Dmg; 7 MP5,
Restoration,Ring,PreRaid,Ancestral Band,Reputation,,,,15 Int; 57 Healing; 19 Spell Dmg; 4 MP5,Thrallmar - Revered
Restoration,Ring,PreRaid,Ring of Convalescence,Reputation,,,,15 Int; 57 Healing; 19 Spell Dmg; 4 MP5,Honor Hold - Revered
Restoration,Trinket,PreRaid,Auslese's Light Channeler,Dungeon Drop,,Blood Furnace,Normal,"59 Healing; 20 Spell Dmg

Use: Reduces the cost of your next spell cast within 10 sec by up to 215 mana",Broggok
Restoration,Trinket,PreRaid,Eye of the Dead,Dungeon Drop,,Naxxramas,Normal,"70 Healing; 24 Spell Dmg

Use: Increases healing done by the next 5 spells by up to 450 and damage done by up to 150 for 30 sec;
Use: Increases healing done by the next 5 spells by up to 450 and damage done by up to 150 for 30 sec. (750ms cooldown)",Sapphiron
Restoration,Trinket,PreRaid,Rejuvenating Gem,Dungeon Drop,,Blackwing Lair,Normal,66 Healing; 22 Spell Dmg; 9 MP5,Three Drakes
Restoration,Trinket,PreRaid,Scarab of the Infinite Cycle,Dungeon Drop,,Black Morass,Normal,"70 Healing; 24 Spell Dmg

Equip: Your direct healing and heal over time spells have a chance to increase your spell haste rating by 320 for 6 secs. (Proc chance: 10%, 45s cooldown)",Aeonus
Restoration,Trinket,PreRaid,Essence of the Martyr,Dungeon Token,,,,"84 Healing; 28 Spell Dmg

Use: Increases healing done by spells by up to 297 and damage done by spells by up to 99 for 20 sec",41 Badges of Justice
Restoration,Trinket,PreRaid,Oshu'gun Relic,Quest,Gava'xi (Nag),,,"53 Healing; 18 Spell Dmg

Use: Increases healing done by spells and effects by up to 213 and damage done by spells by up to 71 for 20 sec",
Restoration,Trinket,PreRaid,Lower City Prayerbook,Reputation,,,,"70 Healing; 24 Spell Dmg

Use: Your heals each cost 22 less mana for the next 15 sec",Lower City - Revered
Restoration,Main Hand,PreRaid,Hand of Eternity,Auction House,,,,43.68 DPS; 20 Int; 317 Healing; 106 Spell Dmg; 7 MP5,
Restoration,Main Hand,PreRaid,The Ancient Scepter of Sue-Min,Auction House,,,,43.57 DPS; 15 Int; 299 Healing; 100 Spell Dmg; 8 MP5,World Drop
Restoration,Main Hand,PreRaid,The Essence Focuser,Auction House,,,,41.11 DPS; 227 Healing; 76 Spell Dmg; 11 MP5,World Drop
Restoration,Main Hand,PreRaid,Dathrohan's Ceremonial Hammer,Dungeon Drop,,Old Hillsbrad Foothills,Heroic,41.11 DPS; 13 Sta; 14 Int; 18 Spi; 227 Healing; 76 Spell Dmg,Captain Skarloc
Restoration,Main Hand,PreRaid,Hammer of the Penitent,Dungeon Drop,,Mechanar,Normal,41.11 DPS; 16 Int; 13 Spi; 227 Healing; 76 Spell Dmg; 6 MP5,Mechano-Lord Capacitus
Restoration,Main Hand,PreRaid,Hammer of the Twisting Nether,Dungeon Drop,,Naxxramas,Normal,41.58 DPS; 8 Sta; 11 Int; 238 Healing; 80 Spell Dmg; 8 MP5,Kel'Thuzad
Restoration,Main Hand,PreRaid,Lightsworn Hammer,Dungeon Drop,,Shattered Halls,Normal,41.11 DPS; 12 Sta; 11 Int; 227 Healing; 76 Spell Dmg; 8 MP5,Warchief Kargath Bladefist
Restoration,Main Hand,PreRaid,Shockwave Truncheon,Dungeon Drop,,Shadow Labyrinth,Heroic,41.58 DPS; 24 Sta; 317 Healing; 106 Spell Dmg; 6 MP5; 16 Spell Crit,Murmur
Restoration,Main Hand,PreRaid,Gavel of Pure Light,Reputation,,,,41.32 DPS; 12 Sta; 12 Int; 299 Healing; 100 Spell Dmg; 8 MP5,The Sha'tar - Exalted
Restoration,Main Hand,PreRaid,Gladiator's Salvation,PvP,,,,41.25 DPS; 28 Sta; 18 Int; 375 Healing; 125 Spell Dmg,
Restoration,Off Hand,PreRaid,Crystal Pulse Shield,Auction House,,,,3711 Armor; 24 Int; 35 Healing; 12 Spell Dmg; 6 MP5,World Drop
Restoration,Off Hand,PreRaid,Faol's Signet of Cleansing,Dungeon Drop,,Hellfire Ramparts,Heroic,59 Healing; 20 Spell Dmg; 7 MP5,Omor the Unscarred
Restoration,Off Hand,PreRaid,Lamp of Peaceful Repose,Dungeon Drop,,Arcatraz,Normal,16 Sta; 18 Int; 35 Healing; 12 Spell Dmg; 6 MP5,Dalliah the Doomsayer
Restoration,Off Hand,PreRaid,Sapphiron's Right Eye,Dungeon Drop,,Naxxramas,Normal,9 Sta; 10 Int; 62 Healing; 21 Spell Dmg; 4 MP5,Sapphiron
Restoration,Off Hand,PreRaid,Shield of Condemnation,Dungeon Drop,,Naxxramas,Normal,3936 Armor; 10 Sta; 10 Int; 59 Healing; 20 Spell Dmg; 6 MP5,Kel'Thuzad
Restoration,Off Hand,PreRaid,Stormshield of Renewal,Dungeon Drop,,Underbog,Normal,3806 Armor; 12 Sta; 16 Int; 57 Healing; 19 Spell Dmg,The Black Stalker
Restoration,Off Hand,PreRaid,Swamplight Lantern,Dungeon Drop,,Slave Pens,Heroic,22 Int; 40 Healing; 14 Spell Dmg; 6 MP5,Quagmirran
Restoration,Off Hand,PreRaid,Light-Bearer's Faith Shield,Dungeon Token,,,,4668 Armor; 21 Sta; 22 Int; 55 Healing; 19 Spell Dmg,33 Badges of Justice
Restoration,Off Hand,PreRaid,Mazthoril Honor Shield,Dungeon Token,,,,4668 Armor; 16 Sta; 17 Int; 23 Healing; 23 Spell Dmg; 21 Spell Crit,33 Badges of Justice
Restoration,Off Hand,PreRaid,Tears of Heaven,Dungeon Token,,,,75 Healing; 25 Spell Dmg; 6 MP5,25 Badges of Justice
Restoration,Off Hand,PreRaid,Netherwing Spiritualist's Charm,Quest,Ally of the Netherwing (SMV),,,15 Int; 15 Spi; 33 Healing; 11 Spell Dmg; 6 MP5,
Restoration,Off Hand,PreRaid,Windcaller's Orb,Reputation,,,,16 Int; 12 Spi; 64 Healing; 22 Spell Dmg,Cenarion Expedition - Exalted
Restoration,Two Hand,PreRaid,Epoch-Mender,Dungeon Drop,,Black Morass,Normal,59.79 DPS; 37 Sta; 35 Int; 227 Healing; 76 Spell Dmg; 12 MP5,Temporus
Restoration,Two Hand,PreRaid,Serpentcrest Life-Staff,Dungeon Drop,,Steamvault,Normal,59.79 DPS; 27 Sta; 27 Int; 46 Spi; 227 Healing; 76 Spell Dmg,Mekgineer Steamrigger
Restoration,Two Hand,PreRaid,Seer's Cane,Reputation,,,,62.62 DPS; 28 Sta; 46 Int; 228 Healing; 76 Spell Dmg; 10 MP5,The Scryers - Revered
Restoration,Ranged/Relic,PreRaid,Totem of Life,Dungeon Drop,,Ahn'Qiraj,Normal,Equip: Increases healing done by Lesser Healing Wave by up to 80,Fankriss the Unyielding
Restoration,Ranged/Relic,PreRaid,Totem of Spontaneous Regrowth,Dungeon Drop,,Slave Pens,Heroic,Equip: Increases healing done by Healing Wave by up to 88,Mennu the Betrayer
Restoration,Ranged/Relic,PreRaid,Totem of the Plains,Quest,The Ultimate Bloodsport (Nag),,,Equip: Increases healing done by Lesser Healing Wave by up to 79,
